,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
14520,2013/12/04,Gunnison,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
14521,2013/12/04,Gunnison,>TL,NW,SS,N,R3,D2,,,,I,,,,,,1
14523,2013/12/04,Gunnison,>TL,NE,SS,N,R3,D2,,,,I,,,,,,1
14525,2013/12/04,Northern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
14527,2013/12/04,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,,,1
14528,2013/12/04,Northern San Juan,>TL,N,SS,N,R3,D2,,,,,,,,,,1
14540,2013/12/04,Gunnison,<TL,N,SS,N,R3,D1,,,,I,Unknown,,30.0,60.0,ft,1
14542,2013/12/04,Northern San Juan,TL,NE,SS,N,R3,D2.5,35.0,11800.0,ft,,,,,,,1
14543,2013/12/04,Northern San Juan,>TL,NE,SS,N,R3,D2.5,35.0,12000.0,ft,U,Unknown,Unknown,,,,1
14546,2013/12/04,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
14547,2013/12/04,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
14551,2013/11/30,Front Range,<TL,N,L,AR,R3,D2,45.0,11000.0,ft,O,,,,,,1
14561,2013/11/26,Gunnison,TL,N,HS,AF,R3,D2.5,38.0,11600.0,ft,O,Layer,Faceted Crystals,,,,1
14573,2013/11/24,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,,,1
14579,2013/11/24,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,250.0,,ft,1
14583,2013/11/24,Front Range,TL,E,SS,AR,R3,D1,38.0,11300.0,ft,I,,Faceted Crystals,25.0,25.0,ft,1
14587,2013/11/24,Vail & Summit County,,N,SS,U,R3,D2,,,,G,,Faceted Crystals,,,,1
14588,2013/11/24,Northern San Juan,TL,NW,HS,AS,R3,D3,36.0,12000.0,ft,G,Layer,Faceted Crystals,300.0,500.0,ft,1
14592,2013/11/23,Northern San Juan,>TL,N,HS,AS,R3,D3,,,,,,,,,,1
14593,2013/11/23,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
14594,2013/11/23,Southern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
14595,2013/11/23,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
14596,2013/11/23,Southern San Juan,TL,N,SS,N,R4,D2.5,,,,,,,,,,1
14602,2013/11/23,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
14603,2013/11/23,Northern San Juan,TL,NE,SS,AF,R3,D2,,,,G,,,125.0,,ft,1
14613,2013/11/22,Front Range,<TL,N,SS,AR,R3,D2,,,,,,,,,,1
14620,2013/11/18,Aspen,<TL,E,SS,AS,R3,D2.5,32.0,11300.0,ft,I,Interface,Unknown,175.0,200.0,ft,1
14622,2013/11/18,Northern San Juan,>TL,E,SS,AW,R3,D2,,,,,,,100.0,,ft,1
14630,2013/11/17,Southern San Juan,TL,E,HS,AS,R3,D2.5,36.0,,,G,Interface,Near Surface Facets,,250.0,ft,1
14631,2013/11/17,Front Range,>TL,SE,SS,N,R3,D2.5,35.0,12000.0,ft,I,Interface,Unknown,400.0,500.0,ft,1
14633,2013/11/17,Northern San Juan,>TL,NE,SS,AS,R3,D2,,,,,,,,,,1
14636,2013/11/17,Front Range,>TL,N,SS,AL,R3,D2,34.0,12000.0,ft,S,Unknown,Precipitation Particles,30.0,45.0,ft,1
14656,2013/11/17,Southern San Juan,TL,E,HS,AS,R3,D2.5,,,,,,,,,,1
14657,2013/11/17,Front Range,,SE,SS,AL,R3,D2,32.0,12100.0,ft,I,Interface,Rounded Grains,100.0,110.0,ft,1
14664,2013/11/16,Southern San Juan,<TL,E,SS,N,R3,D2,,10800.0,ft,O,Interface,Near Surface Facets,,300.0,ft,1
14666,2013/11/16,Northern San Juan,TL,N,SS,AS,R3,D2,,,,,,,200.0,,ft,1
14680,2013/11/14,Northern San Juan,>TL,N,SS,AS,R3,D2,,,,O,,,30.0,70.0,ft,1
14690,2013/11/03,Front Range,>TL,N,SS,AM,R3,D2,33.0,12300.0,ft,O,,Faceted Crystals,150.0,200.0,ft,1
14692,2013/11/02,Vail & Summit County,>TL,SE,SS,N,R3,D1.5,45.0,12000.0,ft,U,Unknown,Unknown,300.0,500.0,ft,1
14695,2013/11/01,Front Range,>TL,N,SS,AL,R3,D2,34.0,12000.0,ft,G,Layer,Faceted Crystals,50.0,75.0,ft,1
14699,2013/10/30,Northern San Juan,>TL,N,SS,AS,R3,D1.5,40.0,12900.0,ft,I,Unknown,Unknown,,,,1
14703,2013/10/19,Vail & Summit County,>TL,N,SS,N,R3,D2,38.0,,,S,,,30.0,30.0,m,1
14741,2013/05/05,Vail & Summit County,>TL,SE,WL,N,R3,D2.5,38.0,12600.0,ft,O,Unknown,Unknown,40.0,60.0,ft,1
14746,2013/05/03,Aspen,>TL,NW,HS,N,R3,D3.5,,,,G,,,,,,1
14749,2013/05/02,Vail & Summit County,TL,NE,SS,N,R3,D3,40.0,,,,,,,,,1
14751,2013/05/01,Front Range,TL,NW,SS,AS,R3,,,11700.0,ft,I,Layer,Crust,,400.0,ft,1
14756,2013/04/29,Aspen,>TL,NW,HS,N,R3,D3,,12050.0,ft,G,Layer,Depth Hoar,200.0,200.0,ft,1
14757,2013/04/29,Aspen,>TL,NW,HS,N,R3,D3,,11650.0,ft,G,Layer,Depth Hoar,,,,1
14758,2013/04/29,Aspen,>TL,NW,HS,N,R3,D3,,11850.0,ft,G,Layer,Depth Hoar,500.0,500.0,ft,1
14767,2013/04/26,Vail & Summit County,,,,,R3,D2.5,34.0,12400.0,ft,G,Unknown,Unknown,250.0,300.0,ft,1
14771,2013/04/25,Vail & Summit County,>TL,E,HS,N,R3,D2.5,,12400.0,ft,G,,,600.0,,ft,1
14772,2013/04/25,Vail & Summit County,>TL,NE,HS,N,R3,D2.5,,,,O,,,800.0,1000.0,ft,1
14778,2013/04/24,Vail & Summit County,>TL,NW,HS,N,R3,D2.5,35.0,12300.0,ft,O,Unknown,Unknown,100.0,150.0,ft,1
14779,2013/04/24,Vail & Summit County,>TL,NW,HS,N,R3,D2.5,30.0,35.0,ft,O,Unknown,Unknown,100.0,180.0,ft,1
14780,2013/04/24,Aspen,TL,SW,L,N,R3,D1,,,,S,Unknown,Unknown,40.0,,m,1
14794,2013/04/20,Front Range,>TL,NE,HS,U,R3,D2.5,30.0,11900.0,ft,G,Layer,Depth Hoar,300.0,500.0,ft,1
14797,2013/04/18,Vail & Summit County,TL,N,HS,N,R3,D3.5,25.0,11400.0,ft,G,Interface,Depth Hoar,800.0,900.0,ft,1
14798,2013/04/18,Front Range,TL,SE,HS,N,R3,D2.5,32.0,11700.0,ft,O,Unknown,Depth Hoar,,,,1
14800,2013/04/17,Aspen,>TL,N,HS,N,R3,D3,,12000.0,ft,G,,,,,,1
14805,2013/04/17,Front Range,>TL,SE,HS,N,R3,D3,,,,,,,,,,1
14810,2013/04/16,Aspen,>TL,N,HS,N,R3,D2.5,,,,,,,,,,1
14812,2013/04/16,Vail & Summit County,>TL,NE,HS,N,R3,D3,42.0,12200.0,ft,O,,,200.0,,ft,1
14813,2013/04/16,Vail & Summit County,>TL,E,HS,N,R3,D2.5,40.0,12400.0,ft,G,Layer,Depth Hoar,200.0,300.0,ft,1
14818,2013/04/16,Vail & Summit County,TL,N,HS,N,R4,D3.5,,12000.0,ft,U,Unknown,Unknown,,,,1
14822,2013/04/16,Front Range,>TL,NW,HS,AL,R3,D2.5,40.0,11600.0,ft,G,Layer,Faceted Crystals,120.0,175.0,ft,1
14825,2013/04/16,Aspen,TL,NW,HS,N,R4,D4,,11700.0,ft,G,,,,,,1
14827,2013/04/15,Gunnison,TL,NW,HS,N,R3,D3,,,,O,,,,,,1
14830,2013/04/14,Gunnison,TL,SE,SS,AS,R3,D2.5,,,,O,Layer,Melt Form,400.0,,ft,1
14833,2013/04/14,Front Range,>TL,NE,U,N,R5,U,,,,,,,,,,1
14840,2013/04/14,Gunnison,>TL,NE,HS,N,R3,D3,,,,O,,,1000.0,,ft,1
14856,2013/04/12,Aspen,TL,N,SS,N,R5,D2,30.0,11000.0,ft,I,Unknown,Unknown,50.0,150.0,ft,1
14857,2013/04/12,Aspen,>TL,W,SS,N,R5,D3.5,30.0,13000.0,ft,U,Unknown,,100.0,300.0,ft,1
14866,2013/04/11,Front Range,>TL,N,SS,AL,R3,D2.5,38.0,12000.0,ft,I,Interface,Precipitation Particles,60.0,80.0,ft,1
14911,2013/04/07,Vail & Summit County,TL,S,WS,AS,R3,D2,50.0,11200.0,ft,U,Unknown,Unknown,150.0,200.0,ft,1
14912,2013/04/07,Front Range,<TL,NE,SS,N,R3,D1,28.0,10500.0,ft,I,Interface,Crust,80.0,120.0,ft,1
14926,2013/03/30,Front Range,>TL,N,WL,AR,R3,D1.5,45.0,12800.0,ft,I,,,,,,1
14928,2013/03/30,Front Range,>TL,E,SS,AC,R3,,,13800.0,ft,G,Interface,,100.0,500.0,ft,1
14929,2013/03/30,Front Range,All,E,HS,N,R3,D3,,,,,,,,,,1
14930,2013/03/29,Vail & Summit County,>TL,NW,HS,AS,R3,D2.5,,12000.0,ft,G,Layer,Unknown,800.0,,ft,1
14931,2013/03/29,Vail & Summit County,TL,NW,HS,AS,R3,D3,38.0,11800.0,ft,O,Interface,Faceted Crystals,400.0,,ft,1
14934,2013/03/28,Northern San Juan,<TL,NE,WS,N,R3,D2,,10500.0,ft,O,,,300.0,,ft,1
14939,2013/03/28,Northern San Juan,<TL,E,WS,N,R3,D2,,10500.0,ft,G,,,75.0,,ft,1
14949,2013/03/25,Vail & Summit County,>TL,E,HS,N,R3,D2.5,40.0,12200.0,ft,I,Unknown,Unknown,300.0,400.0,ft,1
14951,2013/03/25,Vail & Summit County,TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
14954,2013/03/25,Vail & Summit County,>TL,E,HS,N,R3,D3,,,,,,,,,,1
14955,2013/03/25,Northern San Juan,>TL,SE,SS,AS,R3,D2,40.0,13257.0,ft,I,Interface,Crust,40.0,100.0,ft,1
14970,2013/03/22,Aspen,>TL,NE,HS,N,R3,D2.5,,13000.0,ft,G,,,,,,1
14972,2013/03/22,Gunnison,>TL,NE,HS,N,R3,D2.5,,,,O,Unknown,,300.0,,ft,1
14982,2013/03/21,Aspen,>TL,N,SS,AS,R3,D2.5,35.0,12200.0,ft,G,Layer,Depth Hoar,300.0,,ft,1
14983,2013/03/21,Vail & Summit County,>TL,E,HS,AM,R4,D3,35.0,12400.0,ft,I,Unknown,Crust,400.0,500.0,ft,1
14987,2013/03/20,Vail & Summit County,>TL,S,U,N,R3,D2,,,,,,,,,,1
14993,2013/03/19,Vail & Summit County,TL,SE,HS,U,R4,D3.5,,,,,,,,,,1
14996,2013/03/19,Vail & Summit County,>TL,N,HS,N,R3,D3,,,,O,,,,,,1
14998,2013/03/18,Front Range,>TL,N,SS,AL,R3,D2.5,40.0,11800.0,ft,G,Interface,Crust,40.0,50.0,ft,1
14999,2013/03/18,Front Range,TL,E,HS,N,R3,D3,,,,,,,150.0,200.0,m,1
15001,2013/03/18,Vail & Summit County,>TL,SE,HS,AF,R3,D3,,,,,,,,,,1
15002,2013/03/18,Vail & Summit County,<TL,NE,WS,N,R3,D2.5,40.0,10600.0,ft,G,Interface,Crust,65.0,150.0,ft,1
15006,2013/03/17,Northern San Juan,>TL,NE,HS,N,R3,D2.5,36.0,12000.0,ft,O,Layer,Depth Hoar,,600.0,ft,1
15007,2013/03/17,Vail & Summit County,>TL,NE,HS,N,R3,D2.5,,,,O,,,250.0,,ft,1
15014,2013/03/16,Front Range,TL,NW,WS,N,R3,D2.5,40.0,11400.0,ft,G,Interface,Unknown,70.0,110.0,ft,1
15021,2013/03/15,Northern San Juan,>TL,SW,WS,N,R3,D2.5,,12350.0,ft,,,,350.0,,ft,1
15022,2013/03/15,Front Range,>TL,S,HS,AM,R3,D2.5,30.0,11500.0,ft,O,Layer,Faceted Crystals,500.0,500.0,ft,1
15023,2013/03/15,Front Range,>TL,E,HS,U,R4,D3,,12400.0,ft,U,Unknown,,,,,1
15026,2013/03/15,Front Range,>TL,E,HS,AK,R3,D3.5,34.0,12400.0,ft,O,Interface,Depth Hoar,200.0,350.0,ft,1
15028,2013/03/14,Southern San Juan,<TL,SE,WS,N,R3,D3.5,,,,G,Interface,,,,,1
15032,2013/03/14,Vail & Summit County,>TL,E,HS,U,R4,D3,35.0,12000.0,ft,G,,,,,,1
15036,2013/03/14,Vail & Summit County,>TL,E,HS,,R3,D3,35.0,12400.0,ft,,,,1500.0,,ft,1
15039,2013/03/13,Vail & Summit County,>TL,,HS,U,R4,D3,,,,,,,,,,1
15040,2013/03/13,Vail & Summit County,>TL,NW,HS,N,R3,D3,,12200.0,ft,O,,,150.0,,ft,1
15056,2013/03/12,Aspen,<TL,N,SS,N,R3,D1.5,,8800.0,ft,O,,,,,,1
15062,2013/03/11,Vail & Summit County,>TL,N,HS,N,R3,D2,40.0,11500.0,ft,G,Layer,Depth Hoar,600.0,700.0,ft,1
15063,2013/03/10,Vail & Summit County,>TL,E,HS,N,R3,D3,,13600.0,ft,G,Layer,Depth Hoar,200.0,,ft,1
15070,2013/03/10,Aspen,>TL,N,HS,N,R5,D3.5,,12500.0,ft,G,,,,1500.0,ft,1
15084,2013/03/09,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
15088,2013/03/09,Aspen,>TL,E,HS,N,R3,D2.5,40.0,12600.0,ft,O,Unknown,Faceted Crystals,,300.0,ft,1
15089,2013/03/09,Front Range,>TL,NE,HS,AM,R3,D2.5,35.0,11800.0,ft,,,Unknown,500.0,500.0,ft,1
15091,2013/03/07,Vail & Summit County,>TL,E,,AM,R3,D2,,,,,,,,,,1
15094,2013/03/07,Aspen,>TL,NE,HS,N,R3,D3,,,,,,,500.0,600.0,ft,1
15096,2013/03/07,Northern San Juan,>TL,E,HS,N,R3,D2.5,,,,O,Layer,Faceted Crystals,,2400.0,ft,1
15101,2013/03/06,Vail & Summit County,>TL,SE,HS,U,R3,D3,,,,G,,,1000.0,,ft,1
15105,2013/03/06,Vail & Summit County,>TL,E,SS,AS,R4,D2.5,40.0,12200.0,ft,I,Interface,Unknown,300.0,350.0,ft,1
15108,2013/03/06,Front Range,TL,E,HS,N,R3,D2.5,,,,,,,400.0,,ft,1
15109,2013/03/06,Front Range,>TL,E,HS,N,R3,D3,,,,,,,10000.0,,ft,1
15113,2013/03/05,Vail & Summit County,>TL,SE,HS,N,R3,D2.5,35.0,12300.0,ft,G,Layer,Faceted Crystals,120.0,160.0,ft,1
15120,2013/03/05,Vail & Summit County,>TL,SE,HS,AS,R3,D3,32.0,12400.0,ft,G,Interface,Melt Form,200.0,,ft,1
15123,2013/03/05,Northern San Juan,>TL,E,HS,N,R3,D3,35.0,12400.0,ft,O,,,800.0,,ft,1
15128,2013/03/05,Aspen,>TL,E,SS,N,R3,U,,12000.0,ft,,,,,,,1
15130,2013/03/05,Vail & Summit County,>TL,SW,HS,N,R3,D3,36.0,12500.0,ft,O,Interface,Melt Form,,300.0,ft,1
15134,2013/03/05,Northern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
15135,2013/03/05,Vail & Summit County,>TL,E,SS,N,R3,D2,40.0,12200.0,ft,I,Interface,Unknown,200.0,300.0,ft,1
15148,2013/03/04,Northern San Juan,>TL,NE,HS,N,R3,D3,,12300.0,ft,O,,,300.0,700.0,ft,1
15149,2013/03/04,Vail & Summit County,>TL,SE,SS,,R3,D2.5,,,,G,,,,1000.0,ft,1
15162,2013/03/04,Front Range,>TL,E,HS,N,R3,D1.5,,12700.0,ft,I,,,,,,1
15165,2013/03/04,Vail & Summit County,<TL,W,SS,AS,R3,D2,30.0,11400.0,ft,G,Layer,Depth Hoar,60.0,100.0,ft,1
15166,2013/03/04,Front Range,>TL,W,SS,AL,R3,D2.5,40.0,11900.0,ft,G,Interface,Depth Hoar,120.0,160.0,ft,1
15169,2013/03/03,Vail & Summit County,TL,SW,SS,AS,R3,D1.5,,,,,,,,,,1
15171,2013/03/02,Front Range,TL,SE,HS,AS,R3,D3,,,,G,Layer,Depth Hoar,1200.0,,ft,1
15175,2013/03/02,Aspen,TL,SW,,N,R3,,,,,,,,,,,1
15179,2013/03/02,Front Range,>TL,NE,,U,R4,D2.5,,12500.0,ft,,,,,,,1
15184,2013/03/02,Vail & Summit County,>TL,SE,HS,N,R3,D2.5,,11800.0,ft,G,,,,,,1
15191,2013/03/02,Front Range,>TL,SE,HS,N,R3,D2.5,40.0,11800.0,ft,U,Interface,Unknown,500.0,700.0,ft,1
15192,2013/03/02,Aspen,>TL,E,SS,N,R3,D2.5,,12400.0,ft,I,Interface,Near Surface Facets,300.0,,ft,1
15193,2013/03/02,Northern San Juan,TL,W,HS,AE,R3,D3,,12000.0,ft,,,,500.0,,ft,1
15194,2013/03/02,Northern San Juan,TL,NW,SS,AE,R3,D2.5,,12250.0,ft,,,,250.0,,ft,1
15198,2013/03/01,Vail & Summit County,>TL,S,HS,N,R3,D2,,,,G,,,150.0,,ft,1
15207,2013/03/01,Front Range,>TL,N,SS,AL,R3,D3,40.0,12000.0,ft,O,Unknown,Unknown,80.0,100.0,ft,1
15210,2013/02/28,Aspen,TL,E,HS,AS,R3,D2,,,,I,Interface,,,100.0,ft,1
15218,2013/02/27,Vail & Summit County,TL,NW,HS,AS,R4,D2.5,30.0,11400.0,ft,G,Layer,Depth Hoar,,300.0,ft,1
15225,2013/02/27,Gunnison,>TL,NW,SS,U,R3,D2,,12300.0,ft,G,,,,,,1
15244,2013/02/25,Vail & Summit County,TL,SE,HS,U,R4,D2.5,35.0,11900.0,ft,O,Unknown,Unknown,,300.0,ft,1
15258,2013/02/24,Southern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
15273,2013/02/23,Vail & Summit County,>TL,SE,SS,AS,R4,D2.5,,12000.0,ft,,,,,,,1
15277,2013/02/23,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
15305,2013/02/20,Front Range,TL,NE,SS,AS,R4,D2,25.0,11450.0,ft,O,Layer,Depth Hoar,60.0,600.0,ft,1
15312,2013/02/19,Vail & Summit County,>TL,NE,HS,AS,R3,D3,,,,,,,,,,1
15314,2013/02/19,Front Range,>TL,SE,SS,AL,R3,D3,32.0,12000.0,ft,G,Interface,Depth Hoar,200.0,600.0,ft,1
15318,2013/02/18,Front Range,TL,NW,SS,U,R3,D2,,10800.0,ft,,,,,,,1
15323,2013/02/18,Front Range,<TL,NE,SS,,R4,D2,,11400.0,ft,,,,,,,1
15328,2013/02/17,Front Range,<TL,NW,SS,AS,R3,D2,35.0,10465.0,ft,G,Layer,Faceted Crystals,40.0,50.0,ft,1
15329,2013/02/17,Vail & Summit County,>TL,NW,SS,AS,R4,D3,35.0,11800.0,ft,G,Layer,Depth Hoar,150.0,250.0,ft,1
15330,2013/02/17,Front Range,TL,SE,HS,AR,R4,D2,30.0,10780.0,ft,O,Layer,Unknown,,180.0,ft,1
15331,2013/02/17,Front Range,>TL,E,SS,N,R4,D2,32.0,11800.0,ft,I,Interface,Unknown,,,,1
15335,2013/02/17,Northern San Juan,>TL,E,HS,AR,R3,D3,35.0,12200.0,ft,O,Layer,Faceted Crystals,200.0,400.0,ft,1
15336,2013/02/17,Front Range,>TL,E,WS,AR,R4,D3,40.0,11500.0,ft,G,Layer,Depth Hoar,2800.0,3000.0,ft,1
15337,2013/02/17,Front Range,>TL,S,U,N,R3,D3,32.0,11300.0,ft,G,Layer,Depth Hoar,600.0,800.0,ft,1
15341,2013/02/16,Front Range,>TL,SE,HS,N,R3,D3.5,40.0,12300.0,ft,G,Interface,Crust,350.0,500.0,ft,1
15342,2013/02/16,Vail & Summit County,TL,NE,HS,AS,R3,D2,35.0,10000.0,ft,I,Interface,Faceted Crystals,75.0,75.0,ft,1
15358,2013/02/15,Front Range,TL,E,SS,AS,R3,D2,32.0,11600.0,ft,O,Layer,Depth Hoar,200.0,250.0,ft,1
15371,2013/02/12,Vail & Summit County,>TL,SE,,AS,R3,D2,,,,,,,,,,1
15372,2013/02/12,Vail & Summit County,>TL,SE,U,AS,R3,D2.5,,,,,,,,,,1
15374,2013/02/12,Front Range,>TL,N,SS,AS,R4,D2,34.0,11250.0,ft,I,Interface,Faceted Crystals,150.0,150.0,ft,1
15386,2013/02/11,Southern San Juan,<TL,E,SS,N,R3,D2,,,,,,,,,,1
15391,2013/02/10,Front Range,TL,NE,L,AS,R3,D2,38.0,11100.0,ft,I,Layer,Precipitation Particles,50.0,60.0,ft,1
15396,2013/02/10,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
15397,2013/02/10,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
15425,2013/02/06,Front Range,<TL,E,SS,AS,R3,D2.5,38.0,10200.0,ft,I,Layer,Faceted Crystals,100.0,200.0,ft,1
15426,2013/02/06,Gunnison,>TL,SE,SS,N,R4,D2,,11800.0,ft,G,,,,,,1
15429,2013/02/05,Gunnison,<TL,SE,SS,AM,R3,D2,,,,O,Unknown,,,,,1
15438,2013/02/03,Front Range,>TL,SE,HS,N,R3,D2.5,,,,,,,300.0,,ft,1
15439,2013/02/03,Front Range,>TL,N,SS,AS,R3,D2,36.0,,,G,Layer,Faceted Crystals,50.0,75.0,ft,1
15442,2013/02/03,Front Range,<TL,NE,SS,AS,R3,D1.5,,,,U,Layer,Depth Hoar,,,,1
15453,2013/02/03,Front Range,>TL,E,,AS,R3,D3,40.0,12000.0,ft,,,,,,,1
15457,2013/02/03,Southern San Juan,TL,NE,,AM,R3,D2.5,,,,,,,,,,1
15459,2013/02/02,Gunnison,TL,W,HS,AS,R5,D2.5,,11500.0,ft,G,,,40.0,,m,1
15460,2013/02/02,Northern San Juan,>TL,SE,U,AS,R3,D2,,11800.0,ft,,,,,,,1
15461,2013/02/02,Northern San Juan,>TL,E,SS,AS,R3,D1.5,30.0,11500.0,ft,G,Interface,Faceted Crystals,75.0,100.0,ft,1
15464,2013/02/02,Front Range,>TL,NE,HS,AS,R4,D3,,11600.0,ft,G,,,300.0,300.0,m,1
15467,2013/02/02,Gunnison,TL,SE,,AS,R4,D3.5,,12000.0,ft,,,Unknown,,,,1
15471,2013/02/02,Vail & Summit County,>TL,SE,SS,N,R3,D2.5,,,,,,,250.0,,ft,1
15475,2013/02/02,Vail & Summit County,<TL,E,SS,AS,R3,D2.5,25.0,10000.0,ft,O,Layer,Crust,150.0,200.0,ft,1
15476,2013/02/02,Front Range,>TL,SE,HS,AS,R3,D3,35.0,,,O,Layer,Faceted Crystals,,,,1
15486,2013/02/02,Gunnison,>TL,W,SS,AB,R3,D3,,,,I,Layer,Faceted Crystals,,,,1
15490,2013/02/01,Gunnison,>TL,W,SS,AB,R3,D3,,11800.0,ft,I,,,,,,1
15493,2013/02/01,Gunnison,>TL,SE,SS,AE,R3,D1.5,44.0,11800.0,ft,S,Layer,Decomposing or Fragmented,,,,1
15499,2013/02/01,Gunnison,>TL,NE,SS,N,R3,D2.5,,,,I,Layer,Near Surface Facets,,,,1
15508,2013/01/31,Aspen,>TL,SE,HS,N,R3,D2,35.0,12800.0,ft,,,,100.0,150.0,ft,1
15511,2013/01/31,Northern San Juan,TL,E,SS,AK,R3,D2.5,38.0,11400.0,ft,O,Unknown,Unknown,1250.0,1250.0,ft,1
15513,2013/01/31,Gunnison,TL,W,SS,AS,R4,D2,,11500.0,ft,O,Layer,Faceted Crystals,50.0,,ft,1
15525,2013/01/31,Northern San Juan,>TL,S,SS,N,R3,D2,,12000.0,ft,,,,250.0,,ft,1
15526,2013/01/31,Northern San Juan,>TL,S,C,N,R3,D2,,12000.0,ft,,,,200.0,,ft,1
15532,2013/01/30,Gunnison,<TL,NE,SS,AS,R3,D1,,,,,,,,,,1
15540,2013/01/30,Northern San Juan,>TL,N,SS,N,R3,D3,,13000.0,ft,,,,250.0,400.0,ft,1
15553,2013/01/29,Northern San Juan,<TL,E,SS,AL,R3,D3,,,,,,,200.0,,ft,1
15559,2013/01/29,Northern San Juan,TL,NW,SS,AA,R3,D2.5,,,,,,,300.0,,ft,1
15566,2013/01/29,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,,,,,,,1
15569,2013/01/29,Northern San Juan,>TL,E,SS,N,R3,,,12000.0,ft,,,,500.0,,ft,1
15570,2013/01/29,Northern San Juan,>TL,NW,SS,N,R3,,,12900.0,ft,,,,500.0,,ft,1
15584,2013/01/29,Northern San Juan,<TL,E,SS,AR,R3,D2,,,,G,Interface,Faceted Crystals,50.0,75.0,ft,1
15588,2013/01/29,Northern San Juan,>TL,E,SS,N,R3,D3,,,,,,,1000.0,1400.0,ft,1
15598,2013/01/29,Gunnison,TL,NE,SS,N,R3,D2.5,,11300.0,ft,U,,,,200.0,m,1
15601,2013/01/29,Aspen,<TL,N,SS,N,R3,D3,,10800.0,ft,O,,,,,,1
15605,2013/01/29,Northern San Juan,<TL,E,SS,AS,R3,D2,,11850.0,ft,,,,125.0,,ft,1
15608,2013/01/28,Northern San Juan,<TL,SW,SS,N,R3,D2,,,,,,,,450.0,ft,1
15609,2013/01/28,Northern San Juan,<TL,E,SS,N,R4,D2.5,,,,,,,,1700.0,ft,1
15613,2013/01/28,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
15614,2013/01/28,Southern San Juan,<TL,N,SS,N,R4,D2,,,,,,,,,,1
15615,2013/01/28,Southern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
15616,2013/01/28,Southern San Juan,All,N,SS,N,R3,D2,,,,,,,,,,1
15617,2013/01/28,Southern San Juan,<TL,E,SS,N,R4,D2.5,,10800.0,ft,,,,,,,1
15623,2013/01/28,Northern San Juan,>TL,W,SS,N,R3,D2.5,,,,,,,,400.0,ft,1
15626,2013/01/28,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,4100.0,ft,1
15627,2013/01/28,Northern San Juan,<TL,W,SS,N,R4,D2.5,,,,,,,,2500.0,ft,1
15636,2013/01/28,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,400.0,600.0,ft,1
15642,2013/01/28,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
15643,2013/01/28,Southern San Juan,TL,E,SS,U,R3,D2,,,,,,,,,,1
15653,2013/01/27,Northern San Juan,TL,NE,SS,AS,R3,D2,,10800.0,ft,G,,Depth Hoar,,1000.0,ft,1
15660,2013/01/27,Gunnison,>TL,SE,SS,AS,R4,D2,,,,,,,,,,1
15675,2013/01/27,Southern San Juan,<TL,NW,WL,N,R3,D2,,,,,,,,,,1
15681,2013/01/27,Northern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,600.0,800.0,ft,1
15690,2013/01/27,Northern San Juan,<TL,NE,SS,N,R3,D2,,10300.0,ft,,,,50.0,,ft,1
15711,2013/01/26,Northern San Juan,TL,NW,SS,N,R3,D2,,11900.0,ft,,,,150.0,300.0,ft,1
15716,2013/01/23,Northern San Juan,TL,NE,HS,AS,R3,D2,38.0,12000.0,ft,G,,Faceted Crystals,100.0,,ft,1
15719,2013/01/20,Vail & Summit County,<TL,,R,N,R4,D2,,,,,,,,,,1
15733,2013/01/17,Aspen,TL,E,SS,AS,R3,D2,37.0,11200.0,ft,I,Layer,Near Surface Facets,60.0,,ft,1
