,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
15737,2013/01/16,Northern San Juan,TL,SW,HS,AS,R4,D1,27.0,12000.0,ft,G,Layer,Depth Hoar,,50.0,ft,1
15754,2013/01/13,Southern San Juan,<TL,N,SS,AS,R3,D2,,10050.0,ft,G,Layer,Depth Hoar,,100.0,ft,1
15760,2013/01/12,Northern San Juan,>TL,NE,HS,N,R3,D2,,,,,,,150.0,,ft,1
15768,2013/01/12,Northern San Juan,>TL,NW,SS,,R3,D2,,,,,,,,,,1
15773,2013/01/11,Northern San Juan,<TL,E,SS,AL,R3,D2,40.0,,,G,,,300.0,,ft,1
15776,2013/01/11,Southern San Juan,<TL,NE,SS,AS,R3,D1.5,,,,I,,,,100.0,ft,1
15781,2013/01/11,Southern San Juan,<TL,N,SS,N,R3,D2,,10050.0,ft,G,Layer,Depth Hoar,,300.0,ft,1
15805,2013/01/09,Aspen,TL,NW,HS,N,R3,D3,,12000.0,ft,G,,,,,,1
15816,2013/01/06,Northern San Juan,>TL,NE,SS,AS,R3,D3,35.0,13000.0,ft,G,Layer,Depth Hoar,20.0,30.0,ft,1
15819,2013/01/05,Northern San Juan,>TL,N,WS,AS,R4,D2.5,35.0,12890.0,ft,G,Layer,Depth Hoar,20.0,40.0,ft,1
15825,2013/01/05,Aspen,TL,SE,HS,AS,R3,D2,35.0,11800.0,ft,O,Unknown,Unknown,70.0,70.0,ft,1
15830,2013/01/04,Northern San Juan,>TL,E,SS,N,R3,D2,,12100.0,ft,,,,150.0,,ft,1
15854,2012/12/31,Northern San Juan,>TL,NW,,AS,R3,D2.5,,,,G,,Depth Hoar,150.0,,ft,1
15855,2012/12/31,Gunnison,>TL,NE,SS,AS,R3,D2.5,,12000.0,ft,O,Interface,Depth Hoar,,500.0,m,1
15861,2012/12/30,Front Range,>TL,E,WS,N,R4,D3.5,,,,,,,,,,1
15867,2012/12/29,Vail & Summit County,TL,N,SS,AS,R4,D1.5,34.0,11300.0,ft,O,Layer,Depth Hoar,45.0,45.0,m,1
15874,2012/12/29,Front Range,TL,E,C,AM,R4,D2.5,,,,O,Unknown,Unknown,,,,1
15881,2012/12/28,Front Range,>TL,E,,,R3,D3,,,,G,,,,,,1
15896,2012/12/27,Front Range,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
15919,2012/12/22,Gunnison,>TL,W,HS,AE,R3,D3,38.0,11500.0,ft,O,Layer,Depth Hoar,80.0,100.0,ft,1
15920,2012/12/22,Northern San Juan,>TL,NW,HS,AR,R3,D2.5,,11850.0,ft,G,Layer,Depth Hoar,120.0,200.0,ft,1
15921,2012/12/22,Northern San Juan,>TL,NW,HS,AS,R3,D2.5,35.0,11700.0,ft,G,Layer,Depth Hoar,150.0,200.0,ft,1
15922,2012/12/22,Aspen,TL,NE,SS,N,R4,D2,,,,G,Interface,Faceted Crystals,,,,1
15923,2012/12/22,Aspen,>TL,N,SS,N,R3,D1.5,45.0,,,G,Layer,Faceted Crystals,,,,1
15925,2012/12/22,Vail & Summit County,<TL,NE,HS,AS,R4,D3.5,35.0,11000.0,ft,G,Interface,Depth Hoar,200.0,200.0,ft,1
15926,2012/12/22,Northern San Juan,TL,NW,WS,AS,R3,D2.5,35.0,11600.0,ft,G,Layer,Depth Hoar,45.0,100.0,ft,1
15927,2012/12/22,Northern San Juan,>TL,NW,WS,AR,R3,D2.5,,,,G,Layer,Depth Hoar,,,,1
15928,2012/12/22,Vail & Summit County,TL,NE,SS,AS,R3,D1.5,,11500.0,ft,G,Layer,Faceted Crystals,20.0,30.0,m,1
15934,2012/12/21,Aspen,>TL,S,SS,AS,R3,D2,37.0,12000.0,ft,G,Layer,Faceted Crystals,220.0,300.0,ft,1
15935,2012/12/21,Southern San Juan,<TL,N,SS,N,R4,D2.5,,,,,,,,,,1
15936,2012/12/21,Southern San Juan,TL,E,SS,N,R4,D2.5,,,,,,,,,,1
15937,2012/12/21,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,G,,,,,,1
15938,2012/12/21,Southern San Juan,TL,NE,SS,N,R3,D2.5,,,,G,,,,,,1
15950,2012/12/20,Aspen,>TL,NE,SS,U,R4,D2,35.0,,,G,Interface,Faceted Crystals,,,,1
15952,2012/12/20,Front Range,<TL,N,SS,N,R3,D1.5,,,,G,Layer,Depth Hoar,,100.0,m,1
15953,2012/12/20,Vail & Summit County,TL,E,SS,AS,R3,D2,38.0,11000.0,ft,G,Layer,Faceted Crystals,100.0,200.0,ft,1
15955,2012/12/20,Southern San Juan,TL,E,,N,R3,D2.5,,,,,,,,,,1
15956,2012/12/20,Southern San Juan,<TL,N,,N,R3,D2.5,,,,,,,,,,1
15958,2012/12/20,Aspen,<TL,NE,HS,AS,R3,D2,30.0,9800.0,ft,G,Layer,Depth Hoar,,100.0,ft,1
15961,2012/12/20,Vail & Summit County,TL,NE,HS,N,R3,D3,35.0,11600.0,ft,U,Unknown,Unknown,,,,1
15965,2012/12/20,Front Range,>TL,All,HS,N,R4,D3.5,40.0,12000.0,ft,U,Unknown,Unknown,,,,1
15972,2012/12/20,Vail & Summit County,TL,NE,,,R4,,,,,,,,500.0,,m,1
15973,2012/12/20,Vail & Summit County,TL,E,,N,R4,,,,,,,,,,,1
15979,2012/12/19,Southern San Juan,<TL,N,SS,N,R3,D2,,,,G,Layer,Depth Hoar,,,,1
15981,2012/12/19,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,Interface,,50.0,150.0,ft,1
15984,2012/12/19,Southern San Juan,TL,NE,SS,N,R3,D2,38.0,,,G,Layer,Near Surface Facets,,250.0,ft,1
15985,2012/12/19,Front Range,TL,NE,HS,N,R3,D2,35.0,11400.0,ft,I,Interface,Faceted Crystals,500.0,500.0,ft,1
15989,2012/12/19,Gunnison,>TL,S,SS,N,R4,D3,,,,O,Interface,Crust,1500.0,,ft,1
15991,2012/12/19,Gunnison,>TL,NE,SS,N,R3,D2.5,,,,O,Layer,Depth Hoar,,,,1
16014,2012/12/19,Southern San Juan,<TL,NW,SS,AL,R3,D2,,,,,,,,,,1
16022,2012/12/18,Northern San Juan,>TL,NE,SS,N,R3,D2,,12200.0,ft,,,,400.0,600.0,ft,1
16047,2012/12/17,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,,,,,240.0,ft,1
16048,2012/12/17,Southern San Juan,<TL,E,SS,N,R3,D1.5,,,,I,,,,80.0,ft,1
16049,2012/12/17,Southern San Juan,<TL,E,SS,N,R3,D1.5,,,,I,,,,60.0,ft,1
16056,2012/12/16,Vail & Summit County,TL,NE,SS,AS,R4,D3,42.0,11400.0,ft,G,Layer,Faceted Crystals,60.0,100.0,ft,1
16057,2012/12/16,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
16063,2012/12/16,Southern San Juan,<TL,NE,SS,N,R3,D1.5,,,,I,,,,60.0,ft,1
16075,2012/12/15,Vail & Summit County,<TL,NE,SS,N,R3,D2,30.0,10900.0,ft,G,Layer,Depth Hoar,100.0,150.0,ft,1
16076,2012/12/15,Vail & Summit County,TL,NE,SS,AS,R3,D2,35.0,11500.0,ft,G,Layer,Depth Hoar,200.0,200.0,ft,1
16077,2012/12/15,Vail & Summit County,TL,NE,SS,N,R3,D1.5,34.0,11500.0,ft,G,Layer,Depth Hoar,50.0,100.0,ft,1
16080,2012/12/15,Northern San Juan,<TL,NW,,,R4,,30.0,,,G,Unknown,,20.0,30.0,ft,1
16087,2012/12/15,Northern San Juan,TL,NE,SS,N,R3,D2,,,,,,,1000.0,1600.0,ft,1
16088,2012/12/15,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,500.0,,ft,1
16090,2012/12/15,Northern San Juan,TL,NE,SS,AS,R3,D2,38.0,11000.0,ft,G,Interface,Depth Hoar,50.0,60.0,ft,1
16095,2012/12/15,Vail & Summit County,>TL,SW,SS,,R3,D2,,,,G,,,,,,1
16096,2012/12/15,Southern San Juan,<TL,N,SS,N,R3,D1,28.0,9800.0,ft,I,Interface,Faceted Crystals,,,,1
16099,2012/12/14,Southern San Juan,<TL,N,SS,AS,R3,D1.5,,,,I,Layer,Near Surface Facets,,60.0,ft,1
16116,2012/12/11,Vail & Summit County,<TL,E,SS,AR,R3,D1.5,38.0,11550.0,ft,G,Layer,Depth Hoar,25.0,30.0,ft,1
16119,2012/12/11,Front Range,,E,HS,AR,R4,D2,25.0,12800.0,ft,G,Layer,Depth Hoar,200.0,300.0,ft,1
16131,2012/12/09,Gunnison,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
16138,2012/12/09,Front Range,>TL,N,SS,AL,R3,D3,38.0,11600.0,ft,G,Unknown,Faceted Crystals,60.0,70.0,ft,1
16143,2012/12/09,Gunnison,>TL,N,SS,N,R3,D2,35.0,,,O,Layer,Near Surface Facets,1400.0,,ft,1
16148,2012/12/09,Gunnison,>TL,E,SS,N,R3,D2.5,,12300.0,ft,O,Layer,Near Surface Facets,300.0,500.0,ft,1
16180,2012/11/11,Gunnison,>TL,NW,SS,AS,R3,D3,,12000.0,ft,G,Layer,Depth Hoar,1000.0,,ft,1
16184,2012/05/02,Aspen,>TL,N,WS,N,R3,D2.5,,,,,,,,,,1
16185,2012/04/30,Aspen,>TL,N,WS,N,R3,D3,38.0,12500.0,ft,,,Depth Hoar,400.0,400.0,ft,1
16187,2012/04/28,Northern San Juan,TL,N,WS,N,R3,D2.5,,,,O,Unknown,Faceted Crystals,,,,1
16203,2012/04/17,Front Range,>TL,S,WL,U,R3,D2,32.0,12120.0,ft,I,Interface,Crust,150.0,150.0,ft,1
16219,2012/04/01,Northern San Juan,>TL,W,WS,N,R3,D2.5,,12400.0,ft,G,,Melt Form,300.0,,ft,1
16262,2012/03/14,Southern San Juan,<TL,NW,WS,N,R3,D2,,7500.0,ft,G,,,30.0,50.0,ft,1
16267,2012/03/11,Vail & Summit County,>TL,NE,HS,AM,R4,D4,35.0,11000.0,ft,G,Layer,Depth Hoar,1300.0,1300.0,ft,1
16278,2012/03/07,Aspen,TL,NE,HS,AS,R3,D2,40.0,11600.0,ft,O,Layer,Faceted Crystals,25.0,30.0,m,1
16280,2012/03/06,Vail & Summit County,>TL,SE,WS,,R3,D2.5,,,,,,,,,,1
16283,2012/03/05,Northern San Juan,<TL,NW,SS,AH,R3,D2,,,,,,,250.0,,ft,1
16289,2012/03/05,Vail & Summit County,>TL,SW,L,N,R3,D2.5,,,,,,,,,,1
16290,2012/03/05,Vail & Summit County,>TL,W,HS,N,R3,D2.5,,,,,,,,,,1
16291,2012/03/05,Vail & Summit County,>TL,NE,C,N,R4,D3.5,,,,,,,,,,1
16295,2012/03/04,Aspen,>TL,NE,HS,N,R3,D2.5,38.0,12000.0,ft,O,,,300.0,,ft,1
16297,2012/03/04,Vail & Summit County,TL,SE,SS,N,R4,D3,36.0,11800.0,ft,O,,,300.0,400.0,ft,1
16299,2012/03/04,Vail & Summit County,>TL,W,HS,N,R3,D3,35.0,12500.0,ft,,,,100.0,200.0,ft,1
16300,2012/03/04,Vail & Summit County,>TL,W,HS,N,R3,D3,35.0,12500.0,ft,S,Unknown,Unknown,100.0,200.0,ft,1
16301,2012/03/04,Aspen,>TL,NE,SS,N,R3,D3,,12400.0,ft,O,,,,,,1
16303,2012/03/04,Aspen,>TL,NE,SS,N,R3,D3,,12500.0,ft,O,,,,,,1
16308,2012/03/04,Front Range,TL,SE,HS,N,R4,D3,,12000.0,ft,U,Unknown,Unknown,1000.0,1500.0,ft,1
16315,2012/03/03,Aspen,>TL,SE,SS,N,R3,D2.5,,11700.0,ft,I,,,1500.0,,ft,1
16317,2012/03/03,Aspen,TL,SE,SS,N,R3,D3,,11600.0,ft,O,,,500.0,,ft,1
16322,2012/03/03,Front Range,TL,NE,SS,AS,R4,D1.5,40.0,10200.0,ft,I,Interface,,100.0,300.0,ft,1
16328,2012/03/03,Northern San Juan,>TL,S,HS,N,R3,D3,,12225.0,ft,,,,375.0,,ft,1
16331,2012/03/03,Northern San Juan,>TL,SW,HS,N,R3,D3,,12550.0,ft,,,,300.0,,ft,1
16335,2012/03/03,Vail & Summit County,>TL,SE,HS,N,R3,D3,,12600.0,ft,O,Unknown,Unknown,100.0,850.0,ft,1
16337,2012/03/03,Vail & Summit County,>TL,SE,SS,N,R3,D2.5,,,,,,,500.0,,ft,1
16340,2012/03/03,Northern San Juan,>TL,SE,SS,N,R3,D3,,,,,,,,1500.0,ft,1
16341,2012/03/02,Aspen,<TL,NE,SS,AS,R3,D3,35.0,10800.0,ft,O,Interface,Surface Hoar,,240.0,m,1
16342,2012/03/02,Gunnison,>TL,E,HS,N,R3,D3,,,,,,,,,,1
16348,2012/03/02,Gunnison,>TL,E,SS,N,R3,D3,,11600.0,ft,G,,,,1000.0,ft,1
16349,2012/03/02,Northern San Juan,<TL,N,SS,N,R3,D2.5,,,,,,,,,,1
16355,2012/03/01,Northern San Juan,>TL,E,SS,N,R3,D2,,,,,,,,800.0,ft,1
16359,2012/03/01,Aspen,TL,E,SS,AK,R3,D1,28.0,11400.0,ft,,,,,,,1
16361,2012/02/29,Front Range,TL,NE,HS,N,R3,D2.5,38.0,11000.0,ft,U,Unknown,Unknown,175.0,250.0,ft,1
16368,2012/02/29,Front Range,>TL,E,SS,N,R3,D2,,,,I,,,400.0,,ft,1
16370,2012/02/28,Southern San Juan,TL,NE,SS,AS,R3,D1,,,,O,,,,60.0,ft,1
16373,2012/02/28,Northern San Juan,>TL,SE,SS,AL,R4,D3,,,,,,,800.0,1000.0,ft,1
16374,2012/02/28,Northern San Juan,>TL,SE,SS,AL,R4,D3,,,,,,,600.0,800.0,ft,1
16380,2012/02/28,Northern San Juan,<TL,E,SS,N,R3,D2.5,,,,,,,,,,1
16385,2012/02/28,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,100.0,ft,1
16386,2012/02/28,Southern San Juan,TL,E,SS,N,R4,D3,,,,O,Layer,Faceted Crystals,,1200.0,ft,1
16389,2012/02/28,Northern San Juan,>TL,W,HS,N,R3,D2.5,,,,,,,250.0,,ft,1
16391,2012/02/28,Northern San Juan,>TL,W,HS,N,R4,D3,,,,,,,1000.0,,ft,1
16393,2012/02/28,Northern San Juan,,W,SS,N,R3,D2.5,,,,,,,250.0,,ft,1
16396,2012/02/28,Northern San Juan,>TL,NW,SS,N,R3,D2.5,,,,,,,,,,1
16397,2012/02/28,Northern San Juan,>TL,NW,SS,N,R3,D3,,,,,,,250.0,300.0,ft,1
16401,2012/02/28,Northern San Juan,>TL,W,HS,N,R3,D3,,,,,,,600.0,,ft,1
16404,2012/02/28,Northern San Juan,<TL,E,SS,N,R3,D2,,,,,,,150.0,,ft,1
16408,2012/02/28,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
16409,2012/02/28,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
16410,2012/02/28,Northern San Juan,<TL,NE,SS,AL,R3,D2.5,,,,,,,,,,1
16417,2012/02/28,Northern San Juan,<TL,SE,SS,AL,R3,D2.5,,,,,,,,,,1
16423,2012/02/28,Vail & Summit County,<TL,NE,HS,AR,R3,D3,35.0,10500.0,ft,,,Depth Hoar,125.0,150.0,ft,1
16424,2012/02/27,Front Range,>TL,NE,HS,AS,R3,D2,35.0,10000.0,ft,O,Layer,Faceted Crystals,50.0,50.0,ft,1
16427,2012/02/27,Northern San Juan,>TL,E,HS,N,R3,D3,,12375.0,ft,,,,1100.0,,ft,1
16443,2012/02/25,Front Range,,E,HS,U,R3,D2,37.0,11200.0,ft,U,Unknown,Faceted Crystals,,200.0,ft,1
16444,2012/02/25,Aspen,>TL,S,HS,N,R3,D3,,12000.0,ft,O,,,1000.0,,ft,1
16456,2012/02/24,Vail & Summit County,<TL,NE,SS,AS,R5,D1,35.0,10500.0,ft,,Unknown,,,,,1
16458,2012/02/24,Front Range,>TL,SE,SS,AL,R3,D3,39.0,12100.0,ft,G,Layer,Depth Hoar,400.0,450.0,ft,1
16461,2012/02/24,Northern San Juan,<TL,N,SS,N,R4,D2,,11075.0,ft,I,,,50.0,,ft,1
16462,2012/02/24,Northern San Juan,>TL,SE,SS,N,R3,D2.5,,12400.0,ft,I,,,300.0,,ft,1
16463,2012/02/24,Northern San Juan,>TL,SW,,N,R4,D4,,12825.0,ft,I,,,550.0,,ft,1
16464,2012/02/24,Northern San Juan,TL,E,SS,N,R3,D2,,11650.0,ft,I,,,150.0,,ft,1
16468,2012/02/24,Northern San Juan,>TL,E,HS,N,R3,D3,,12000.0,ft,I,,,500.0,,ft,1
16470,2012/02/24,Northern San Juan,TL,NW,SS,N,R3,D2,,11275.0,ft,I,,,575.0,,ft,1
16474,2012/02/24,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
16475,2012/02/24,Northern San Juan,>TL,NE,SS,N,R3,D3,,,,,,,,,,1
16476,2012/02/24,Northern San Juan,>TL,W,SS,N,R3,D2.5,,,,,,,,,,1
16480,2012/02/23,Front Range,>TL,S,SS,AE,R3,D3,37.0,12300.0,ft,G,Layer,Depth Hoar,250.0,300.0,ft,1
16482,2012/02/23,Northern San Juan,>TL,E,HS,N,R3,D3,,12000.0,ft,O,,,450.0,950.0,ft,1
16483,2012/02/23,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,800.0,1000.0,ft,1
16486,2012/02/23,Northern San Juan,>TL,N,HS,N,R3,,,12300.0,ft,,,,650.0,,ft,1
16490,2012/02/23,Northern San Juan,>TL,NE,SS,N,R3,D3,,,,,,,800.0,1000.0,ft,1
16492,2012/02/23,Northern San Juan,>TL,S,SS,N,R3,D2,,,,,,,500.0,600.0,ft,1
16499,2012/02/23,Northern San Juan,>TL,N,HS,N,R3,D2.5,,,,,,,500.0,,ft,1
16515,2012/02/23,Northern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
16518,2012/02/22,Gunnison,>TL,SE,SS,AS,R3,D2,40.0,12000.0,ft,I,Interface,Crust,100.0,300.0,ft,1
16519,2012/02/22,Vail & Summit County,TL,E,,N,R4,D3,,,,,,,,,,1
16530,2012/02/21,Northern San Juan,>TL,E,SS,N,R3,D3,,,,,,,,1800.0,ft,1
16533,2012/02/21,Northern San Juan,TL,E,SS,N,R4,D2,,11300.0,ft,,,,500.0,,ft,1
16534,2012/02/21,Northern San Juan,<TL,NE,SS,N,R4,D2,,10500.0,ft,,,,500.0,,ft,1
16536,2012/02/21,Northern San Juan,<TL,E,SS,N,R3,D2,,10775.0,ft,,,,150.0,,ft,1
16546,2012/02/20,Northern San Juan,>TL,S,SS,N,R4,D2,,11950.0,ft,,,,175.0,,ft,1
16550,2012/02/20,Northern San Juan,>TL,SE,SS,N,R3,D3,,,,,,,800.0,,ft,1
16552,2012/02/19,Northern San Juan,All,NW,HS,N,R4,D2,,,,,,,,,,1
16555,2012/02/19,Northern San Juan,All,NW,HS,N,R4,D3,,,,,,,,,,1
16559,2012/02/18,Gunnison,TL,W,SS,AE,R3,D1.5,45.0,11800.0,ft,O,,,80.0,,ft,1
16560,2012/02/18,Gunnison,TL,W,SS,AS,R3,D1.5,40.0,11700.0,ft,I,,,50.0,,ft,1
16565,2012/02/17,Northern San Juan,TL,NE,SS,AS,R3,D3,30.0,12000.0,ft,O,,,400.0,600.0,ft,1
16566,2012/02/17,Northern San Juan,>TL,N,WS,AS,R3,D3,,12200.0,ft,I,Interface,Surface Hoar,600.0,,ft,1
16568,2012/02/17,Gunnison,<TL,,HS,N,R3,D1.5,38.0,11200.0,ft,O,,,20.0,,ft,1
16570,2012/02/17,Gunnison,TL,NE,SS,AB,R3,D3,38.0,,,O,Layer,Depth Hoar,250.0,,ft,1
16571,2012/02/17,Northern San Juan,>TL,NE,SS,N,R3,D3,,12175.0,ft,O,,,550.0,,ft,1
16573,2012/02/17,Northern San Juan,>TL,N,SS,U,R4,D2,,12650.0,ft,I,,,200.0,,ft,1
16575,2012/02/17,Northern San Juan,>TL,NW,SS,N,R3,D2.5,,,,,,,,1500.0,ft,1
16577,2012/02/17,Northern San Juan,<TL,W,SS,AH,R3,D2.5,,,,,,,,550.0,ft,1
16586,2012/02/16,Northern San Juan,<TL,NW,SS,AA,R3,D2,,,,,,,,,,1
16587,2012/02/16,Northern San Juan,>TL,E,SS,AA,R3,D3,,,,,,,800.0,,ft,1
16588,2012/02/16,Northern San Juan,<TL,NE,SS,AA,R3,D3,,,,,,,,,,1
16589,2012/02/16,Northern San Juan,>TL,W,SS,AA,R3,D3,,,,,,,1600.0,,ft,1
16591,2012/02/15,Vail & Summit County,<TL,NE,SS,AR,R3,D2.5,40.0,10000.0,ft,G,Layer,Depth Hoar,40.0,60.0,ft,1
16597,2012/02/15,Southern San Juan,TL,SE,SS,N,R4,D2,,,,,,,,,,1
16598,2012/02/15,Northern San Juan,TL,E,SS,AS,R4,D4,36.0,11750.0,ft,,,,500.0,,ft,1
16600,2012/02/15,Northern San Juan,>TL,SE,SS,N,R3,D2.5,,12700.0,ft,O,,,1200.0,,ft,1
16605,2012/02/15,Gunnison,<TL,E,SS,AM,R3,D2,,11000.0,ft,I,,,,,,1
16618,2012/02/14,Gunnison,>TL,E,SS,N,R3,D4,40.0,12200.0,ft,U,Unknown,Unknown,,,,1
16619,2012/02/14,Aspen,<TL,W,SS,AS,R3,D2,40.0,10800.0,ft,O,Layer,Faceted Crystals,120.0,,ft,1
16621,2012/02/14,Gunnison,<TL,NE,SS,N,R3,D1.5,,9400.0,ft,O,Unknown,Unknown,25.0,,m,1
16623,2012/02/14,Northern San Juan,>TL,,SS,N,R4,D3,,12750.0,ft,O,,,250.0,,ft,1
16624,2012/02/14,Northern San Juan,>TL,E,SS,N,R3,D2,,12500.0,ft,O,,,500.0,,ft,1
16625,2012/02/14,Northern San Juan,>TL,W,SS,N,R3,D2,,12750.0,ft,O,,,350.0,575.0,ft,1
16631,2012/02/14,Northern San Juan,>TL,NE,SS,N,R3,D2,,12550.0,ft,O,,,300.0,,ft,1
16632,2012/02/14,Northern San Juan,>TL,W,SS,N,R4,D3,,11940.0,ft,O,,,560.0,,ft,1
16634,2012/02/14,Northern San Juan,TL,N,SS,N,R4,D3,,11650.0,ft,O,,,375.0,,ft,1
16635,2012/02/14,Northern San Juan,>TL,N,HS,AS,R4,D4,38.0,12000.0,ft,O,Layer,Depth Hoar,,600.0,ft,1
16637,2012/02/13,Northern San Juan,>TL,SE,SS,AL,R3,D2.5,,,,,,,,,,1
16638,2012/02/13,Northern San Juan,<TL,E,SS,AL,R3,D2.5,,,,,,,,,,1
16654,2012/02/13,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
16657,2012/02/13,Northern San Juan,<TL,N,SS,AS,R3,D1,,,,O,,,35.0,,ft,1
16658,2012/02/13,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
16659,2012/02/13,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
16660,2012/02/13,Northern San Juan,>TL,W,SS,N,R3,D2.5,,,,,,,,,,1
16675,2012/02/11,Northern San Juan,>TL,NE,SS,AS,R3,D3,,11800.0,ft,,,,400.0,,ft,1
16681,2012/02/10,Vail & Summit County,<TL,E,SS,AS,R3,D2,28.0,11600.0,ft,O,Unknown,Unknown,75.0,75.0,ft,1
16682,2012/02/10,Front Range,>TL,SE,HS,AA,R3,D2.5,32.0,12000.0,ft,G,Layer,Depth Hoar,300.0,550.0,ft,1
16683,2012/02/10,Vail & Summit County,>TL,W,HS,AC,R3,D2,,13000.0,ft,,,,100.0,,ft,1
16687,2012/02/10,Northern San Juan,>TL,NE,SS,N,R3,D3,,12200.0,ft,G,,,300.0,,ft,1
16690,2012/02/10,Northern San Juan,TL,W,SS,N,R3,D2,,,,,,,125.0,,ft,1
16706,2012/02/09,Southern San Juan,TL,W,SS,AS,R4,D2,33.0,10800.0,ft,O,Layer,Surface Hoar,200.0,250.0,ft,1
16717,2012/02/08,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,400.0,,ft,1
16728,2012/02/07,Northern San Juan,>TL,SE,SS,U,R4,D2.5,,12200.0,ft,,,,600.0,,ft,1
16729,2012/02/07,Northern San Juan,>TL,E,SS,AS,R3,D3,,12700.0,ft,,,,450.0,,ft,1
16750,2012/02/06,Northern San Juan,<TL,N,SS,AS,R4,D2.5,,10060.0,ft,,,,150.0,,ft,1
16764,2012/02/02,Northern San Juan,<TL,NW,SS,N,R3,D2,,,,,,,,,,1
16769,2012/01/31,Northern San Juan,TL,NE,SS,AR,R4,D3,,12200.0,ft,O,Layer,Faceted Crystals,750.0,835.0,ft,1
16770,2012/01/31,Vail & Summit County,<TL,E,SS,AS,R3,D1.5,38.0,11400.0,ft,O,,,30.0,,m,1
16771,2012/01/30,Front Range,>TL,SE,HS,AS,R3,D2.5,40.0,12000.0,ft,O,,,500.0,600.0,ft,1
16772,2012/01/30,Vail & Summit County,>TL,S,HS,AR,R3,D3,32.0,,,,,,,,,1
16779,2012/01/30,Northern San Juan,>TL,SW,U,N,R3,D3,,13350.0,ft,,,,650.0,,ft,1
16783,2012/01/29,Front Range,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
16784,2012/01/29,Front Range,>TL,E,SS,AM,R3,D3,,12500.0,ft,O,Unknown,Unknown,1000.0,1200.0,ft,1
16790,2012/01/29,Vail & Summit County,TL,SE,HS,AS,R3,D2.5,,,,,,,,,,1
16791,2012/01/29,Northern San Juan,>TL,E,SS,U,R4,D2,,11900.0,ft,O,Interface,Faceted Crystals,,,,1
16792,2012/01/29,Northern San Juan,>TL,SE,SS,U,R4,D1.5,,12000.0,ft,O,Interface,Faceted Crystals,,,,1
16793,2012/01/29,Northern San Juan,>TL,N,SS,U,R3,D1.5,,12000.0,ft,O,Interface,Faceted Crystals,100.0,150.0,ft,1
16799,2012/01/28,Gunnison,>TL,W,SS,AB,R3,D1,,,,S,,,,,,1
16800,2012/01/28,Gunnison,>TL,SE,HS,AE,R4,D2,,,,O,,,,,,1
16803,2012/01/27,Northern San Juan,<TL,NW,SS,AS,R4,D2,36.0,9870.0,ft,O,Interface,Faceted Crystals,100.0,120.0,ft,1
16804,2012/01/27,Northern San Juan,<TL,NW,SS,AS,R3,D1.5,36.0,9970.0,ft,O,Interface,Faceted Crystals,70.0,90.0,ft,1
16805,2012/01/27,Northern San Juan,>TL,NW,SS,N,R3,D3,,11800.0,ft,U,Unknown,Unknown,200.0,200.0,m,1
16811,2012/01/26,Northern San Juan,<TL,NE,SS,AS,R3,D2,,,,,,,75.0,,ft,1
16814,2012/01/26,Gunnison,<TL,E,SS,AS,R3,D1.5,,10800.0,ft,O,Layer,Depth Hoar,150.0,200.0,ft,1
16815,2012/01/26,Aspen,TL,NE,HS,AS,R3,D3,36.0,11100.0,ft,I,Interface,Unknown,200.0,300.0,ft,1
16817,2012/01/26,Northern San Juan,<TL,E,SS,N,R4,D2.5,,,,I,Interface,Depth Hoar,600.0,,ft,1
16819,2012/01/26,Vail & Summit County,>TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
16824,2012/01/25,Gunnison,>TL,NE,SS,N,R3,D2.5,,12500.0,ft,I,,,,,,1
16828,2012/01/25,Northern San Juan,>TL,SW,SS,N,R3,D3,,12280.0,ft,,,,500.0,,ft,1
16830,2012/01/25,Northern San Juan,>TL,NE,HS,N,R3,D2,,,,,,,600.0,,ft,1
16832,2012/01/25,Northern San Juan,>TL,NE,HS,N,R3,D2.5,,,,I,,,600.0,800.0,ft,1
16834,2012/01/25,Northern San Juan,<TL,W,SS,N,R3,D2,,,,,,,300.0,,ft,1
